kanji,unicode,jumlah_goresan,joyo_status,joyo_urutan,kyouiku_kelas_sd,grade_kanjiapi,jlpt_baru,jlpt_lama,kanken_level,kanken_level_alt,kanken_kyu_resmi,kanken_dict_page,kanken_url,kanjipedia_url,freq_rank_mainichi_shinbun,on_yomi,kun_yomi,nanori,meanings_en,meaning_jp,bentuk_lama_kyuujitai,radikal_kanken,radikal_info_kanken,jukugo_contoh,jumlah_kosakata_terkait,antonim,sinonim,mirip_bentuk,varian,struktur_dekomposisi_kanjivg,elemen_kanjivg,radikal_kanjivg,radikal_posisi_kiri_kanan,radikal_posisi_atas_bawah,jis_menkuten,jis_unicode,jis_level,kategori_nama_anak,kanken_zititai_kubun,sumber
桿,687F,11,FALSE,,,,,,1,,配当外,225,https://kanji.jitenon.jp/kanjii/4008.html,https://www.kanjipedia.jp/kanji/0001030500,,"[""カン""]","[""たて"", ""てこ""]",,"[""pole"", ""shield""]",① たて。身を守る武具。② てこ。さお。棒。,杆,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""桿菌""}, {""kategori"": ""外"", ""kata"": ""桿状""}, {""kategori"": ""外"", ""kata"": ""操縦桿""}, {""kategori"": ""外"", ""kata"": ""桿状体""}, {""kategori"": ""外"", ""kata"": ""乳酸桿菌""}, {""kategori"": ""外"", ""kata"": ""桿状核球""}, {""kategori"": ""外"", ""kata"": ""排莢桿筒""}, {""kategori"": ""外"", ""kata"": ""肺炎桿菌""}]",11,,,,"[""杆""]","{""element"": ""桿"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""旱"", ""g"": [{""element"": ""日""}, {""element"": ""干"", ""g"": [{""element"": ""十""}]}]}]}","[""木"", ""十"", ""干"", ""旱"", ""日""]","[""木"", ""旱""]","[""木"", ""旱""]",,1-59-69,U+687F,2,,旧字でない異体字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梁,6881,11,FALSE,,,9,,,準1,,準1級,1576,https://kanji.jitenon.jp/kanjif/2982.html,https://www.kanjipedia.jp/kanji/0007163400,2017,"[""リョウ""]","[""うつばり"", ""はし"", ""はり"", ""やな""]",,"[""beam"", ""fish trap"", ""girder"", ""weir""]",① はし。板などをかけ渡した橋。② はり。うつばり。屋根を支える横木。③ やな。川の瀬で水をせきとめ、魚をとるしかけ。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""梁（１）""}, {""kategori"": ""外"", ""kata"": ""梁（２）""}, {""kategori"": ""外"", ""kata"": ""梁（３）""}, {""kategori"": ""外"", ""kata"": ""梁（４）""}, {""kategori"": ""外"", ""kata"": ""梁簀""}, {""kategori"": ""外"", ""kata"": ""棟梁""}, {""kategori"": ""外"", ""kata"": ""横梁""}, {""kategori"": ""外"", ""kata"": ""梁山泊""}]",24,,,,,"{""element"": ""梁"", ""g"": [{""g"": [{""element"": ""氵"", ""variant"": ""true"", ""original"": ""水""}, {""g"": [{""element"": ""刀""}, {""element"": ""丶""}]}]}, {""element"": ""木"", ""radical"": ""general""}]}","[""氵"", ""刀"", ""木"", ""丶""]","[""氵"", ""木""]",,,1-46-34,U+6881,1,常用漢字外の字,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梂,6882,11,FALSE,,,,,,,,,,,,,"[""キュウ"", ""キョク"", ""グ"", ""コク""]","[""のみのさき""]",,,,,,,,2,,,,,,,,,,2-14-74,U+6882,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梃,6883,11,FALSE,,,,,,1,,1級,1094,https://kanji.jitenon.jp/kanjii/4128.html,https://www.kanjipedia.jp/kanji/0004969000,,"[""チョウ"", ""テイ""]","[""つえ"", ""てこ""]",,"[""lever""]",つえ。棒。また、まっすぐな棒状の物を数えることば。【日本】てこ。物を動かすのに用いる長い棒。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""梃（１）""}, {""kategori"": ""外"", ""kata"": ""梃（２）""}, {""kategori"": ""外"", ""kata"": ""梃（３）""}, {""kategori"": ""外"", ""kata"": ""変梃""}, {""kategori"": ""外"", ""kata"": ""陰梃""}, {""kategori"": ""外"", ""kata"": ""一梃""}, {""kategori"": ""外"", ""kata"": ""梃入れ""}, {""kategori"": ""外"", ""kata"": ""梃摺る""}]",11,,,,,"{""element"": ""梃"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""廷"", ""g"": [{""element"": ""壬"", ""g"": [{""element"": ""丿""}, {""element"": ""士""}]}, {""element"": ""廴""}]}]}","[""木"", ""丿"", ""壬"", ""士"", ""廴"", ""廷""]","[""木"", ""廷""]","[""木"", ""廷""]",,1-59-76,U+6883,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梄,6884,11,,,,,,,,,,,,,,"[""ユ"", ""ヨウ""]","[""や.く""]",,"[""soft wood"", ""to lay in stores of firewood""]",,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梅,6885,10,TRUE,1624,4,4,N3,1,7,"[""準1""]",7級,1230,https://kanji.jitenon.jp/kanjib/590.html,https://www.kanjipedia.jp/kanji/0005591500,1232,"[""バイ""]","[""うめ""]",,"[""plum""]",うめ。バラ科の落葉高木。,梅楳,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""小"", ""kata"": ""梅""}, {""kategori"": ""小"", ""kata"": ""紅梅""}, {""kategori"": ""小"", ""kata"": ""白梅""}, {""kategori"": ""小"", ""kata"": ""梅酒""}, {""kategori"": ""小"", ""kata"": ""青梅""}, {""kategori"": ""小"", ""kata"": ""梅林""}, {""kategori"": ""小"", ""kata"": ""梅干し""}, {""kategori"": ""小"", ""kata"": ""梅雨前線""}]",109,,,,"[""楳"", ""梅""]","{""element"": ""梅"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""毎"", ""phon"": ""毎"", ""g"": [{""g"": [{""element"": ""丿""}]}, {""element"": ""毋"", ""original"": ""母"", ""partial"": ""true""}]}]}","[""毎"", ""毋"", ""木"", ""丿""]","[""木"", ""毎""]","[""木"", ""毎""]",,1-39-63,U+6885,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梆,6886,11,,,,,,,,,,,,,,"[""ホウ""]",,,"[""watchman's rattle""]",,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梈,6888,11,,,,,,,,,,,,,,"[""ヒョウ"", ""ホウ""]","[""きでつくつたおおゆみ""]",,,,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梍,688D,11,FALSE,,,,,,1,,,,,,,"[""ユウ""]",,,"[""sickle handle"", ""type of tree""]",,,,,,0,,,,,"{""element"": ""梍"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""皀"", ""variant"": ""true"", ""g"": [{""element"": ""白"", ""g"": [{""element"": ""日""}]}, {""element"": ""七""}]}]}","[""七"", ""木"", ""皀"", ""日"", ""白""]","[""木"", ""皀""]","[""木"", ""皀""]",,1-59-84,U+688D,2,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梏,688F,11,FALSE,,,,,,1,,1級,527,https://kanji.jitenon.jp/kanjii/4126.html,https://www.kanjipedia.jp/kanji/0002379800,,"[""カク"", ""コク""]","[""しば（る）"", ""てかせ"", ""みだ（す）""]",,"[""manacles""]",【A】コク① てかせ。罪人の手にはめる刑具。② しばる。しばりつける。【B】カクみだす。かきみだす。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""梏す""}, {""kategori"": ""外"", ""kata"": ""梏る""}, {""kategori"": ""外"", ""kata"": ""梏""}, {""kategori"": ""外"", ""kata"": ""桎梏""}, {""kategori"": ""外"", ""kata"": ""鉗梏""}, {""kategori"": ""外"", ""kata"": ""梏桎""}]",3,,,,,"{""element"": ""梏"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""告"", ""variant"": ""true"", ""g"": [{""element"": ""牛""}, {""element"": ""口""}]}]}","[""牛"", ""告"", ""木"", ""口""]","[""木"", ""告""]","[""木"", ""告""]",,1-59-71,U+688F,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梐,6890,11,FALSE,,,,,,,,,,,,,,,,"[""fence""]",,,,,,0,,,,,,,,,,2-14-75,U+6890,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梓,6893,11,FALSE,,,9,,1,準1,,準1級,617,https://kanji.jitenon.jp/kanjie/2470.html,https://www.kanjipedia.jp/kanji/0002790200,2301,"[""シ""]","[""あずさ"", ""はんぎ""]",,"[""catalpa tree"", ""woodblock printing""]",① あずさ。ノウゼンカズラ科の落葉高木。② はんぎ。版材として用いられる木の板。また、それに文字を彫って印刷する。【日本】あずさ。カバノキ科の落葉高木。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""梓""}, {""kategori"": ""外"", ""kata"": ""上梓""}, {""kategori"": ""外"", ""kata"": ""梓宮""}, {""kategori"": ""外"", ""kata"": ""梓弓""}, {""kategori"": ""外"", ""kata"": ""梓匠輪輿""}, {""kategori"": ""外"", ""kata"": ""梓に上す""}, {""kategori"": ""外"", ""kata"": ""上梓する""}, {""kategori"": ""外"", ""kata"": ""梓に鏤める""}]",8,,,,,"{""element"": ""梓"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""辛"", ""g"": [{""element"": ""立"", ""g"": [{""element"": ""亠""}]}, {""element"": ""十""}]}]}","[""立"", ""木"", ""十"", ""辛"", ""亠""]","[""木"", ""辛""]","[""木"", ""辛""]",,1-16-20,U+6893,1,常用漢字外の字,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梔,6894,11,FALSE,,,,,,1,,1級,617,https://kanji.jitenon.jp/kanjii/4120.html,https://www.kanjipedia.jp/kanji/0002791100,,"[""シ""]","[""くちなし""]",,"[""gardenia""]",くちなし。アカネ科の常緑低木。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""梔""}, {""kategori"": ""外"", ""kata"": ""梔子""}, {""kategori"": ""外"", ""kata"": ""山梔子""}]",4,,,,,"{""element"": ""梔"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""巵"", ""g"": [{""g"": [{""element"": ""厂"", ""variant"": ""true"", ""g"": [{""element"": ""丿""}]}]}, {""element"": ""巴"", ""g"": [{""element"": ""己"", ""original"": ""巳""}, {""element"": ""己"", ""original"": ""巳""}]}]}]}","[""己"", ""木"", ""巵"", ""丿"", ""巴"", ""厂""]","[""木"", ""巵""]","[""木"", ""巵""]",,1-59-73,U+6894,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梖,6896,11,FALSE,,,,,,,,,,,,,"[""ハイ"", ""バイ""]",,,"[""palm-tree""]",,,,,,0,,,,,,,,,,2-14-76,U+6896,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梗,6897,11,TRUE,631,,8,N1,,2,,2級,502,https://kanji.jitenon.jp/kanjid/1999.html,https://www.kanjipedia.jp/kanji/0002262100,,"[""コウ"", ""キョウ""]","[""おおむ（ね）"", ""かた（い）"", ""つよ（い）"", ""でく"", ""ふさ（がる）""]",,"[""close up"", ""flower stem"", ""for the most part""]",① やまにれ。ニレ科の落葉高木。かたいとげがある。② かたい。つよい。③ ふさがる。ふさぐ。さえぎる。④ おおむね。あらまし。⑤ でく。人形。木ぼりの人形。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""中"", ""kata"": ""梗塞""}, {""kategori"": ""中"", ""kata"": ""梗概""}, {""kategori"": ""中"", ""kata"": ""花梗""}, {""kategori"": ""中"", ""kata"": ""脳梗塞""}, {""kategori"": ""中"", ""kata"": ""小花梗""}, {""kategori"": ""中"", ""kata"": ""心筋梗塞""}, {""kategori"": ""中"", ""kata"": ""ラクナ梗塞""}, {""kategori"": ""高"", ""kata"": ""強梗""}, {""kategori"": ""外"", ""kata"": ""梗い（１）""}, {""kategori"": ""外"", ""kata"": ""梗ね""}, {""kategori"": ""外"", ""kata"": ""梗い（２）""}, {""kategori"": ""外"", ""kata"": ""梗がる""}]",14,,,,,"{""element"": ""梗"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""更"", ""g"": [{""element"": ""日""}, {""element"": ""乂"", ""g"": [{""element"": ""丿""}]}]}]}","[""乂"", ""木"", ""丿"", ""更"", ""日""]","[""木"", ""更""]","[""木"", ""更""]",,1-25-28,U+6897,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梘,6898,11,FALSE,,,,,,,,,,,,,"[""カン"", ""ケン""]","[""せん""]",,"[""bamboo tube"", ""spout"", ""wooden peg""]",,,,,,1,,,,,,,,,,2-14-78,U+6898,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梙,6899,11,FALSE,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2-14-79,U+6899,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梚,689A,11,FALSE,,,,,,,,,,,,,"[""バン"", ""マン""]",,,,,,,,,0,,,,,,,,,,2-14-80,U+689A,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梛,689B,11,FALSE,,,9,,,1,,配当外,974,https://kanji.jitenon.jp/kanjii/4127.html,https://www.kanjipedia.jp/kanji/0004415600,,"[""ダ"", ""ナ""]","[""なぎ""]",,"[""type of tall evergreen tree""]",「枸梛（こうだ）」は、やなぎに似た木の名。【日本】なぎ。マキ科の常緑高木。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""梛""}, {""kategori"": ""外"", ""kata"": ""枸梛""}, {""kategori"": ""外"", ""kata"": ""梛筏""}, {""kategori"": ""外"", ""kata"": ""梛木擬""}]",3,,,,,"{""element"": ""梛"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""那"", ""g"": [{""g"": [{""element"": ""二""}]}, {""element"": ""⻏"", ""variant"": ""true"", ""original"": ""邑""}]}]}","[""那"", ""二"", ""木"", ""⻏""]","[""木"", ""那""]","[""木"", ""那""]",,1-59-75,U+689B,2,常用漢字外の字,旧字でない異体字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梜,689C,11,FALSE,,,,,,,,,,,,,"[""キョウ"", ""コウ""]","[""そえいた""]",,"[""chop-stick""]",,,,,,0,,,,,,,,,,2-14-81,U+689C,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
條,689D,11,FALSE,,,9,,,準1,,1/準1級,771,https://kanji.jitenon.jp/kanjim/6111.html,https://www.kanjipedia.jp/kanji/0003491900,,"[""ジョウ""]","[""えだ"", ""すじ""]",,"[""article"", ""counter for articles, clauses, paragraphs, etc."", ""ray of light"", ""twig""]",① えだ。小枝。細長い枝。② すじ。みちすじ。道理。③ のびる。のびやか。④ ひとつひとつ並べて述べる。また、並べて書いたもの。⑤ 細長いもの。また、細長いものを数えることば。【日本】じょう。～ゆえに。～だから。,条,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""條（１）""}, {""kategori"": ""外"", ""kata"": ""條（２）""}, {""kategori"": ""外"", ""kata"": ""四條笛鯛""}]",2,,,,"[""条""]","{""element"": ""條"", ""g"": [{""element"": ""攸"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人"", ""radical"": ""nelson""}, {""element"": ""丨""}]}, {""g"": [{""element"": ""攸"", ""g"": [{""element"": ""攴"", ""variant"": ""true"", ""original"": ""攵"", ""g"": [{""element"": ""乂"", ""g"": [{""element"": ""丿""}]}]}]}, {""element"": ""木"", ""radical"": ""tradit""}]}]}","[""乂"", ""木"", ""丨"", ""丿"", ""攸"", ""攴"", ""亻""]","[""攸"", ""攸"", ""木""]",,,1-59-74,U+689D,2,常用漢字の異体字,旧字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梟,689F,11,FALSE,,,,,,1,,1級,338,https://kanji.jitenon.jp/kanjii/4123.html,https://www.kanjipedia.jp/kanji/0001526000,,"[""キョウ""]","[""さら（す）"", ""つよ（い）"", ""ふくろう""]",,"[""expose"", ""owl""]",① さらす。さらしくびにする。② つよい。たけだけしい。あらあらしい。③ ふくろう。鳥の名。フクロウ科の猛禽類。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""梟い""}, {""kategori"": ""外"", ""kata"": ""梟す""}, {""kategori"": ""外"", ""kata"": ""梟罪""}, {""kategori"": ""外"", ""kata"": ""梟雄""}, {""kategori"": ""外"", ""kata"": ""梟首""}, {""kategori"": ""外"", ""kata"": ""面梟""}, {""kategori"": ""外"", ""kata"": ""梟悪""}, {""kategori"": ""外"", ""kata"": ""梟敵""}, {""kategori"": ""外"", ""kata"": ""梟将""}, {""kategori"": ""外"", ""kata"": ""梟し首""}]",34,,,,,"{""element"": ""梟"", ""g"": [{""element"": ""鳥"", ""partial"": ""true"", ""g"": [{""element"": ""丿"", ""radical"": ""nelson""}]}, {""element"": ""木"", ""radical"": ""tradit""}]}","[""鳥"", ""木"", ""丿""]","[""鳥"", ""木""]",,"[""鳥"", ""木""]",1-59-70,U+689F,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梠,68A0,11,FALSE,,,,,,1,,1級,1573,https://kanji.jitenon.jp/kanjii/4124.html,https://www.kanjipedia.jp/kanji/0007146900,,"[""リョ"", ""ロ""]","[""のき"", ""ひさし""]",,"[""a kind of quince""]",のき。ひさし。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""棕梠""}, {""kategori"": ""外"", ""kata"": ""唐棕梠""}]",2,,,,,"{""element"": ""梠"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""呂"", ""g"": [{""element"": ""口""}, {""g"": [{""element"": ""丿""}, {""element"": ""口""}]}]}]}","[""木"", ""口"", ""丿"", ""呂""]","[""木"", ""呂""]","[""木"", ""呂""]",,1-59-81,U+68A0,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梡,68A1,11,,,,,,,,,,,,,,"[""カン"", ""コン""]","[""たきぎ"", ""まないた""]",,"[""tray for carrying sacrificial meat""]",,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梢,68A2,11,FALSE,,,9,,1,準1,,準1級,751,https://kanji.jitenon.jp/kanjif/2562.html,https://www.kanjipedia.jp/kanji/0003396700,,"[""ショウ""]","[""かじ"", ""こずえ""]",,"[""treetops"", ""twig""]",① こずえ。木の枝の先。② すえ。さき。はし。③ かじ。船の進行方向を操作するもの。,,木,"{""nomor"": ""75"", ""strokes"": ""4"", ""kategori"": ""Nature"", ""arti_en"": ""tree, wood"", ""cara_baca_jp"": ""き"", ""cara_baca_romaji"": ""ki""}","[{""kategori"": ""外"", ""kata"": ""梢（１）""}, {""kategori"": ""外"", ""kata"": ""梢（２）""}, {""kategori"": ""外"", ""kata"": ""樹梢""}, {""kategori"": ""外"", ""kata"": ""黄梢""}, {""kategori"": ""外"", ""kata"": ""梢子""}, {""kategori"": ""外"", ""kata"": ""末梢""}, {""kategori"": ""外"", ""kata"": ""末梢的""}, {""kategori"": ""外"", ""kata"": ""花は折りたし梢は高し""}]",8,,,,,"{""element"": ""梢"", ""g"": [{""element"": ""木"", ""radical"": ""general""}, {""element"": ""肖"", ""g"": [{""element"": ""⺌"", ""variant"": ""true"", ""original"": ""小""}, {""element"": ""月""}]}]}","[""月"", ""肖"", ""⺌"", ""木""]","[""木"", ""肖""]","[""木"", ""肖""]",,1-30-31,U+68A2,1,常用漢字外の字,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
梣,68A3,11,FALSE,,,,,,,,,,,,,"[""シン""]","[""とねりこ""]",,,,,,,,4,,,,,,,,,,1-85-70,U+68A3,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
